candidate_id,validation_passed,validation_rank_correlation,validation_error_separation,disagreement_soft,disagreement_hard,innovation_soft,innovation_hard
0,True,-0.8264705882352942,0.10825817942311572,0.028812410810530032,0.0412014343987028,0.10774106848554252,0.1570020416764553
1,True,-0.9235294117647058,0.12496892679529611,0.028812410810530032,0.0412014343987028,0.10774106848554252,0.1773567432268704
2,False,-0.95,0.18221350474955927,0.028812410810530032,0.0412014343987028,0.10774106848554252,0.22060314309370235
3,True,-0.8705882352941177,0.10825817942311572,0.028812410810530032,0.0412014343987028,0.12486121272210725,0.1570020416764553
4,True,-0.9323529411764706,0.11466174893379755,0.028812410810530032,0.0412014343987028,0.12486121272210725,0.1773567432268704
5,False,-0.9529411764705882,0.17443657850788608,0.028812410810530032,0.0412014343987028,0.12486121272210725,0.22060314309370235
6,True,-0.9411764705882352,0.11466174893379755,0.028812410810530032,0.0412014343987028,0.1403143491139238,0.1570020416764553
7,True,-0.9323529411764706,0.10995999597396733,0.028812410810530032,0.0412014343987028,0.1403143491139238,0.1773567432268704
8,False,-0.9647058823529412,0.1697721554805713,0.028812410810530032,0.0412014343987028,0.1403143491139238,0.22060314309370235
9,True,-0.8441176470588234,0.10825817942311572,0.028812410810530032,0.05158001258528337,0.10774106848554252,0.1570020416764553
10,True,-0.9382352941176471,0.12496892679529611,0.028812410810530032,0.05158001258528337,0.10774106848554252,0.1773567432268704
11,False,-0.9588235294117649,0.18221350474955927,0.028812410810530032,0.05158001258528337,0.10774106848554252,0.22060314309370235
12,True,-0.8705882352941177,0.10825817942311572,0.028812410810530032,0.05158001258528337,0.12486121272210725,0.1570020416764553
13,True,-0.9323529411764706,0.11141782693134994,0.028812410810530032,0.05158001258528337,0.12486121272210725,0.1773567432268704
14,False,-0.9529411764705882,0.17443657850788608,0.028812410810530032,0.05158001258528337,0.12486121272210725,0.22060314309370235
15,True,-0.9411764705882352,0.11141782693134994,0.028812410810530032,0.05158001258528337,0.1403143491139238,0.1570020416764553
16,True,-0.9323529411764706,0.10995999597396733,0.028812410810530032,0.05158001258528337,0.1403143491139238,0.1773567432268704
17,False,-0.9294117647058824,0.1697721554805713,0.028812410810530032,0.05158001258528337,0.1403143491139238,0.22060314309370235
18,True,-0.8441176470588234,0.10825817942311572,0.028812410810530032,0.07251457186796638,0.10774106848554252,0.1570020416764553
19,True,-0.9264705882352942,0.12496892679529611,0.028812410810530032,0.07251457186796638,0.10774106848554252,0.1773567432268704
20,False,-0.9470588235294116,0.18221350474955927,0.028812410810530032,0.07251457186796638,0.10774106848554252,0.22060314309370235
21,True,-0.888235294117647,0.10825817942311572,0.028812410810530032,0.07251457186796638,0.12486121272210725,0.1570020416764553
22,True,-0.9205882352941176,0.11141782693134994,0.028812410810530032,0.07251457186796638,0.12486121272210725,0.1773567432268704
