candidate_id,validation_passed,validation_rank_correlation,validation_error_separation,disagreement_soft,disagreement_hard,innovation_soft,innovation_hard
0,True,-0.8117647058823528,0.11093575269902395,0.04228414539395914,0.05625168738974275,0.10673713950934124,0.15558315265247105
1,True,-0.9264705882352942,0.12838823329507482,0.04228414539395914,0.05625168738974275,0.10673713950934124,0.1760023539315602
2,False,-0.961764705882353,0.18576130761461498,0.04228414539395914,0.05625168738974275,0.10673713950934124,0.2188890471011998
3,True,-0.8735294117647058,0.11093575269902395,0.04228414539395914,0.05625168738974275,0.12459483220991976,0.15558315265247105
4,True,-0.9411764705882352,0.11812525967291163,0.04228414539395914,0.05625168738974275,0.12459483220991976,0.1760023539315602
5,False,-0.961764705882353,0.17824420708078495,0.04228414539395914,0.05625168738974275,0.12459483220991976,0.2188890471011998
6,True,-0.9411764705882352,0.1146967915935937,0.04228414539395914,0.05625168738974275,0.13964515462101762,0.15558315265247105
7,True,-0.9441176470588234,0.11304564243047086,0.04228414539395914,0.05625168738974275,0.13964515462101762,0.1760023539315602
8,False,-0.9647058823529412,0.17378410826859805,0.04228414539395914,0.05625168738974275,0.13964515462101762,0.2188890471011998
9,True,-0.8117647058823528,0.11093575269902395,0.04228414539395914,0.06190072938035459,0.10673713950934124,0.15558315265247105
10,True,-0.9411764705882352,0.12838823329507482,0.04228414539395914,0.06190072938035459,0.10673713950934124,0.1760023539315602
11,False,-0.961764705882353,0.18576130761461498,0.04228414539395914,0.06190072938035459,0.10673713950934124,0.2188890471011998
12,True,-0.8735294117647058,0.11093575269902395,0.04228414539395914,0.06190072938035459,0.12459483220991976,0.15558315265247105
13,True,-0.9411764705882352,0.11812525967291163,0.04228414539395914,0.06190072938035459,0.12459483220991976,0.1760023539315602
14,False,-0.961764705882353,0.17824420708078495,0.04228414539395914,0.06190072938035459,0.12459483220991976,0.2188890471011998
15,True,-0.95,0.1146967915935937,0.04228414539395914,0.06190072938035459,0.13964515462101762,0.15558315265247105
16,True,-0.9441176470588234,0.11304564243047086,0.04228414539395914,0.06190072938035459,0.13964515462101762,0.1760023539315602
17,False,-0.9647058823529412,0.17378410826859805,0.04228414539395914,0.06190072938035459,0.13964515462101762,0.2188890471011998
18,True,-0.8117647058823528,0.11093575269902395,0.04228414539395914,0.07197720604396196,0.10673713950934124,0.15558315265247105
19,True,-0.9411764705882352,0.12838823329507482,0.04228414539395914,0.07197720604396196,0.10673713950934124,0.1760023539315602
20,False,-0.961764705882353,0.18576130761461498,0.04228414539395914,0.07197720604396196,0.10673713950934124,0.2188890471011998
21,True,-0.8764705882352942,0.11093575269902395,0.04228414539395914,0.07197720604396196,0.12459483220991976,0.15558315265247105
22,True,-0.9411764705882352,0.1146967915935937,0.04228414539395914,0.07197720604396196,0.12459483220991976,0.1760023539315602
23,False,-0.961764705882353,0.17824420708078495,0.04228414539395914,0.07197720604396196,0.12459483220991976,0.2188890471011998
24,True,-0.95,0.1146967915935937,0.04228414539395914,0.07197720604396196,0.13964515462101762,0.15558315265247105
25,True,-0.9411764705882352,0.1377503675732696,0.04228414539395914,0.07197720604396196,0.13964515462101762,0.1760023539315602
26,False,-0.9411764705882352,0.17378410826859805,0.04228414539395914,0.07197720604396196,0.13964515462101762,0.2188890471011998
27,True,-0.8117647058823528,0.11093575269902395,0.0462247163814773,0.05625168738974275,0.10673713950934124,0.15558315265247105
28,True,-0.9264705882352942,0.12838823329507482,0.0462247163814773,0.05625168738974275,0.10673713950934124,0.1760023539315602
29,False,-0.961764705882353,0.18576130761461498,0.0462247163814773,0.05625168738974275,0.10673713950934124,0.2188890471011998
