candidate_id,validation_passed,validation_rank_correlation,validation_error_separation,disagreement_soft,disagreement_hard,innovation_soft,innovation_hard
0,True,-0.7930434782608695,0.12616795070247738,0.028412954761070735,0.04103667370069852,0.10241627819043089,0.15601593108690967
1,True,-0.9026086956521738,0.13563539510678146,0.028412954761070735,0.04103667370069852,0.10241627819043089,0.17936779255143803
2,True,-0.9347826086956521,0.14437258420704657,0.028412954761070735,0.04103667370069852,0.10241627819043089,0.22372548244225754
3,True,-0.8443478260869565,0.12616795070247738,0.028412954761070735,0.04103667370069852,0.12653744987824958,0.15601593108690967
4,True,-0.9260869565217391,0.13563539510678146,0.028412954761070735,0.04103667370069852,0.12653744987824958,0.17936779255143803
5,True,-0.9408695652173911,0.14437258420704657,0.028412954761070735,0.04103667370069852,0.12653744987824958,0.22372548244225754
6,True,-0.8956521739130434,0.13563539510678146,0.028412954761070735,0.04103667370069852,0.1413514442160756,0.15601593108690967
7,True,-0.9434782608695651,0.14437258420704657,0.028412954761070735,0.04103667370069852,0.1413514442160756,0.17936779255143803
8,True,-0.9434782608695651,0.14437258420704657,0.028412954761070735,0.04103667370069852,0.1413514442160756,0.22372548244225754
9,True,-0.7947826086956521,0.12616795070247738,0.028412954761070735,0.05361327450716693,0.10241627819043089,0.15601593108690967
10,True,-0.9026086956521738,0.13563539510678146,0.028412954761070735,0.05361327450716693,0.10241627819043089,0.17936779255143803
11,True,-0.9408695652173911,0.14437258420704657,0.028412954761070735,0.05361327450716693,0.10241627819043089,0.22372548244225754
12,True,-0.8573913043478261,0.12616795070247738,0.028412954761070735,0.05361327450716693,0.12653744987824958,0.15601593108690967
13,True,-0.9313043478260868,0.13563539510678146,0.028412954761070735,0.05361327450716693,0.12653744987824958,0.17936779255143803
14,True,-0.9408695652173911,0.14437258420704657,0.028412954761070735,0.05361327450716693,0.12653744987824958,0.22372548244225754
15,True,-0.8956521739130434,0.13563539510678146,0.028412954761070735,0.05361327450716693,0.1413514442160756,0.15601593108690967
16,True,-0.9330434782608694,0.14437258420704657,0.028412954761070735,0.05361327450716693,0.1413514442160756,0.17936779255143803
17,True,-0.9443478260869566,0.14437258420704657,0.028412954761070735,0.05361327450716693,0.1413514442160756,0.22372548244225754
18,True,-0.7947826086956521,0.12616795070247738,0.028412954761070735,0.07381501534991194,0.10241627819043089,0.15601593108690967
19,True,-0.8982608695652173,0.13563539510678146,0.028412954761070735,0.07381501534991194,0.10241627819043089,0.17936779255143803
20,True,-0.9347826086956521,0.14437258420704657,0.028412954761070735,0.07381501534991194,0.10241627819043089,0.22372548244225754
21,True,-0.8539130434782608,0.12616795070247738,0.028412954761070735,0.07381501534991194,0.12653744987824958,0.15601593108690967
22,True,-0.9295652173913044,0.13563539510678146,0.028412954761070735,0.07381501534991194,0.12653744987824958,0.17936779255143803
23,True,-0.9408695652173911,0.14437258420704657,0.028412954761070735,0.07381501534991194,0.12653744987824958,0.22372548244225754
24,True,-0.8982608695652173,0.13563539510678146,0.028412954761070735,0.07381501534991194,0.1413514442160756,0.15601593108690967
25,True,-0.9330434782608694,0.14437258420704657,0.028412954761070735,0.07381501534991194,0.1413514442160756,0.17936779255143803
26,True,-0.9443478260869566,0.14437258420704657,0.028412954761070735,0.07381501534991194,0.1413514442160756,0.22372548244225754
27,True,-0.7904347826086956,0.12616795070247738,0.03230388918413041,0.04103667370069852,0.10241627819043089,0.15601593108690967
28,True,-0.9026086956521738,0.13563539510678146,0.03230388918413041,0.04103667370069852,0.10241627819043089,0.17936779255143803
29,True,-0.9339130434782608,0.14437258420704657,0.03230388918413041,0.04103667370069852,0.10241627819043089,0.22372548244225754
30,True,-0.8460869565217389,0.12616795070247738,0.03230388918413041,0.04103667370069852,0.12653744987824958,0.15601593108690967
31,True,-0.9278260869565217,0.13563539510678146,0.03230388918413041,0.04103667370069852,0.12653744987824958,0.17936779255143803
32,True,-0.9408695652173911,0.14437258420704657,0.03230388918413041,0.04103667370069852,0.12653744987824958,0.22372548244225754
33,True,-0.8956521739130434,0.13563539510678146,0.03230388918413041,0.04103667370069852,0.1413514442160756,0.15601593108690967
34,True,-0.9434782608695651,0.14437258420704657,0.03230388918413041,0.04103667370069852,0.1413514442160756,0.17936779255143803
35,True,-0.9478260869565217,0.14437258420704657,0.03230388918413041,0.04103667370069852,0.1413514442160756,0.22372548244225754
36,True,-0.7947826086956521,0.12616795070247738,0.03230388918413041,0.05361327450716693,0.10241627819043089,0.15601593108690967
37,True,-0.9052173913043478,0.13563539510678146,0.03230388918413041,0.05361327450716693,0.10241627819043089,0.17936779255143803
38,True,-0.9408695652173911,0.14437258420704657,0.03230388918413041,0.05361327450716693,0.10241627819043089,0.22372548244225754
39,True,-0.8539130434782608,0.12616795070247738,0.03230388918413041,0.05361327450716693,0.12653744987824958,0.15601593108690967
40,True,-0.9313043478260868,0.13563539510678146,0.03230388918413041,0.05361327450716693,0.12653744987824958,0.17936779255143803
41,True,-0.9408695652173911,0.14437258420704657,0.03230388918413041,0.05361327450716693,0.12653744987824958,0.22372548244225754
42,True,-0.8982608695652173,0.13563539510678146,0.03230388918413041,0.05361327450716693,0.1413514442160756,0.15601593108690967
43,True,-0.9408695652173911,0.14437258420704657,0.03230388918413041,0.05361327450716693,0.1413514442160756,0.17936779255143803
44,True,-0.9443478260869566,0.14437258420704657,0.03230388918413041,0.05361327450716693,0.1413514442160756,0.22372548244225754
45,True,-0.797391304347826,0.12616795070247738,0.03230388918413041,0.07381501534991194,0.10241627819043089,0.15601593108690967
46,True,-0.8982608695652173,0.13563539510678146,0.03230388918413041,0.07381501534991194,0.10241627819043089,0.17936779255143803
47,True,-0.9347826086956521,0.14437258420704657,0.03230388918413041,0.07381501534991194,0.10241627819043089,0.22372548244225754
48,True,-0.8539130434782608,0.12616795070247738,0.03230388918413041,0.07381501534991194,0.12653744987824958,0.15601593108690967
49,True,-0.9295652173913044,0.13563539510678146,0.03230388918413041,0.07381501534991194,0.12653744987824958,0.17936779255143803
50,True,-0.9408695652173911,0.14437258420704657,0.03230388918413041,0.07381501534991194,0.12653744987824958,0.22372548244225754
51,True,-0.8982608695652173,0.13563539510678146,0.03230388918413041,0.07381501534991194,0.1413514442160756,0.15601593108690967
52,True,-0.9330434782608694,0.14437258420704657,0.03230388918413041,0.07381501534991194,0.1413514442160756,0.17936779255143803
53,True,-0.946086956521739,0.14437258420704657,0.03230388918413041,0.07381501534991194,0.1413514442160756,0.22372548244225754
54,True,-0.7930434782608695,0.12616795070247738,0.03688488950159177,0.04103667370069852,0.10241627819043089,0.15601593108690967
55,True,-0.9034782608695651,0.13563539510678146,0.03688488950159177,0.04103667370069852,0.10241627819043089,0.17936779255143803
56,True,-0.9408695652173911,0.14437258420704657,0.03688488950159177,0.04103667370069852,0.10241627819043089,0.22372548244225754
57,True,-0.8608695652173911,0.12616795070247738,0.03688488950159177,0.04103667370069852,0.12653744987824958,0.15601593108690967
58,True,-0.9313043478260868,0.13563539510678146,0.03688488950159177,0.04103667370069852,0.12653744987824958,0.17936779255143803
59,True,-0.9408695652173911,0.14437258420704657,0.03688488950159177,0.04103667370069852,0.12653744987824958,0.22372548244225754
60,True,-0.8965217391304346,0.13563539510678146,0.03688488950159177,0.04103667370069852,0.1413514442160756,0.15601593108690967
61,True,-0.9391304347826085,0.14437258420704657,0.03688488950159177,0.04103667370069852,0.1413514442160756,0.17936779255143803
62,True,-0.9486956521739129,0.14437258420704657,0.03688488950159177,0.04103667370069852,0.1413514442160756,0.22372548244225754
63,True,-0.797391304347826,0.12616795070247738,0.03688488950159177,0.05361327450716693,0.10241627819043089,0.15601593108690967
64,True,-0.8947826086956522,0.13563539510678146,0.03688488950159177,0.05361327450716693,0.10241627819043089,0.17936779255143803
65,True,-0.9339130434782608,0.14437258420704657,0.03688488950159177,0.05361327450716693,0.10241627819043089,0.22372548244225754
66,True,-0.8539130434782608,0.12616795070247738,0.03688488950159177,0.05361327450716693,0.12653744987824958,0.15601593108690967
67,True,-0.9313043478260868,0.13563539510678146,0.03688488950159177,0.05361327450716693,0.12653744987824958,0.17936779255143803
68,True,-0.9408695652173911,0.14437258420704657,0.03688488950159177,0.05361327450716693,0.12653744987824958,0.22372548244225754
69,True,-0.8982608695652173,0.13563539510678146,0.03688488950159177,0.05361327450716693,0.1413514442160756,0.15601593108690967
70,True,-0.9408695652173911,0.14437258420704657,0.03688488950159177,0.05361327450716693,0.1413514442160756,0.17936779255143803
71,True,-0.9443478260869566,0.14437258420704657,0.03688488950159177,0.05361327450716693,0.1413514442160756,0.22372548244225754
72,True,-0.797391304347826,0.12616795070247738,0.03688488950159177,0.07381501534991194,0.10241627819043089,0.15601593108690967
73,True,-0.8947826086956522,0.13563539510678146,0.03688488950159177,0.07381501534991194,0.10241627819043089,0.17936779255143803
