candidate_id,validation_passed,validation_rank_correlation,validation_error_separation,disagreement_soft,disagreement_hard,innovation_soft,innovation_hard
0,True,-0.8008695652173912,0.12691753281232668,0.041702857925486676,0.05610745060587443,0.1016824248787515,0.1552476041181381
1,True,-0.9034782608695651,0.13626503554658345,0.041702857925486676,0.05610745060587443,0.1016824248787515,0.17817354283590944
2,True,-0.9347826086956521,0.1443905543875281,0.041702857925486676,0.05610745060587443,0.1016824248787515,0.2231791245881652
3,True,-0.8521739130434782,0.12874565755373715,0.041702857925486676,0.05610745060587443,0.12560502699264392,0.1552476041181381
4,True,-0.9260869565217391,0.13626503554658345,0.041702857925486676,0.05610745060587443,0.12560502699264392,0.17817354283590944
5,True,-0.9313043478260868,0.1443905543875281,0.041702857925486676,0.05610745060587443,0.12560502699264392,0.2231791245881652
6,True,-0.9034782608695651,0.13626503554658345,0.041702857925486676,0.05610745060587443,0.14061266408405004,0.1552476041181381
7,True,-0.9295652173913044,0.1443905543875281,0.041702857925486676,0.05610745060587443,0.14061266408405004,0.17817354283590944
8,True,-0.9365217391304346,0.1443905543875281,0.041702857925486676,0.05610745060587443,0.14061266408405004,0.2231791245881652
9,True,-0.7991304347826085,0.12691753281232668,0.041702857925486676,0.06273354200874905,0.1016824248787515,0.1552476041181381
10,True,-0.9034782608695651,0.13626503554658345,0.041702857925486676,0.06273354200874905,0.1016824248787515,0.17817354283590944
11,True,-0.9347826086956521,0.1443905543875281,0.041702857925486676,0.06273354200874905,0.1016824248787515,0.2231791245881652
12,True,-0.8556521739130434,0.13626503554658345,0.041702857925486676,0.06273354200874905,0.12560502699264392,0.1552476041181381
13,True,-0.9226086956521738,0.13626503554658345,0.041702857925486676,0.06273354200874905,0.12560502699264392,0.17817354283590944
14,True,-0.9356521739130433,0.1443905543875281,0.041702857925486676,0.06273354200874905,0.12560502699264392,0.2231791245881652
15,True,-0.9034782608695651,0.13626503554658345,0.041702857925486676,0.06273354200874905,0.14061266408405004,0.1552476041181381
16,True,-0.9339130434782608,0.1443905543875281,0.041702857925486676,0.06273354200874905,0.14061266408405004,0.17817354283590944
17,True,-0.9426086956521739,0.1443905543875281,0.041702857925486676,0.06273354200874905,0.14061266408405004,0.2231791245881652
18,True,-0.7991304347826085,0.12691753281232668,0.041702857925486676,0.07292244275340759,0.1016824248787515,0.1552476041181381
19,True,-0.9034782608695651,0.13626503554658345,0.041702857925486676,0.07292244275340759,0.1016824248787515,0.17817354283590944
20,True,-0.9391304347826085,0.1443905543875281,0.041702857925486676,0.07292244275340759,0.1016824248787515,0.2231791245881652
21,True,-0.8539130434782608,0.13626503554658345,0.041702857925486676,0.07292244275340759,0.12560502699264392,0.1552476041181381
22,True,-0.9226086956521738,0.13626503554658345,0.041702857925486676,0.07292244275340759,0.12560502699264392,0.17817354283590944
23,True,-0.9399999999999998,0.1443905543875281,0.041702857925486676,0.07292244275340759,0.12560502699264392,0.2231791245881652
24,True,-0.9034782608695651,0.13626503554658345,0.041702857925486676,0.07292244275340759,0.14061266408405004,0.1552476041181381
25,True,-0.9339130434782608,0.1443905543875281,0.041702857925486676,0.07292244275340759,0.14061266408405004,0.17817354283590944
26,True,-0.9330434782608694,0.1443905543875281,0.041702857925486676,0.07292244275340759,0.14061266408405004,0.2231791245881652
